score	source_path	line	text
3.070	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	203000	FUN_211014a0(undefined4 param_1,undefined4 param_2,short param_3,short param_4,double param_5,
3.070	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	98977	FUN_2107d220(int param_1,undefined4 param_2,undefined4 param_3,undefined4 param_4,ushort param_5,
3.070	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	284263	FUN_21170c4e(int param_1,short *param_2,short param_3,short param_4,undefined2 param_5,short param_6
3.070	/Users/<user>/LC103/2026-02-24_full_decompile_run2/manifests/file_catalog.tsv	6	Final Cal/DAQDRV /Users/<user>/Downloads/LC103/Final Cal/DAQDRV 4494 964db7f566adbbd254e797abccfdd71f9ed16131d2f0d41b55e84a5141a2c951 National Instruments, LabVIEW File, Code Resource File, data 
3.067	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	99192	FUN_2107d530(int param_1,undefined4 param_2,undefined4 param_3,undefined4 param_4,short param_5,
3.067	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	100422	FUN_2107eab0(short *param_1,short param_2,short param_3,undefined4 param_4,int param_5,
3.067	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	104834	FUN_210839c0(undefined4 param_1,undefined4 param_2,short param_3,undefined4 param_4,int param_5)
3.067	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	223955	FUN_2111dbb0(undefined4 param_1,short param_2,float *param_3,float *param_4,undefined2 *param_5,
3.067	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1229	Set High LS to 125VPD
3.067	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1230	Set High LS to 500VQD
3.067	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1231	Set High LS to 875VQD
3.067	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1524	Set High LS to 125VHD
3.067	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1526	Set High LS to 875VHD
3.067	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1529	Set Low LS to 0VHD@y3
3.063	/Users/<user>/LC103/2026-02-24_full_decompile_run2/manifests/file_catalog.tsv	11	Final Cal/SERPDRV /Users/<user>/Downloads/LC103/Final Cal/SERPDRV 7480 fd1ea70ec1b0028a6f23b706283e6e8bb475680277352e576ec74bcd3a0af9fa National Instruments, LabVIEW File, Code Resource File, data 
3.063	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	270281	FUN_21155b7b(undefined2 param_1,short param_2,ushort param_3,uint param_4,int param_5,
3.061	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	241200	          HWND__ *param_5,short param_6,ulong param_7,ulong *param_8)
3.060	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	254228	FUN_2113c690(short param_1,int param_2,undefined4 param_3,undefined4 param_4,undefined2 *param_5,
3.060	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	168904	FUN_210d2130(short param_1,undefined4 *param_2,short param_3,undefined4 param_4,short param_5,
3.060	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	169016	FUN_210d2340(short param_1,undefined4 *param_2,short param_3,undefined4 param_4,short param_5,
3.059	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	28683	FUN_21020700(ushort param_1,undefined4 param_2,undefined4 param_3,undefined4 param_4,
3.059	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	30470	FUN_21023260(ushort param_1,undefined4 param_2,undefined4 param_3,undefined4 param_4,
3.059	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	31084	FUN_21024000(ushort param_1,undefined4 param_2,undefined4 param_3,undefined4 param_4,
3.059	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	31382	FUN_21024690(ushort param_1,undefined4 param_2,undefined4 param_3,undefined4 param_4,
3.059	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	33621	FUN_21027920(ushort param_1,undefined4 param_2,undefined4 param_3,undefined4 param_4,
3.057	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	177336	FUN_210dd370(undefined4 param_1,short param_2,short *param_3,int param_4,uint param_5,uint param_6,
3.056	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	115526	FUN_21091660(int param_1,undefined4 param_2,undefined4 param_3,short param_4,undefined4 param_5,
3.056	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	237594	FUN_2112d840(undefined4 param_1,undefined4 param_2,double param_3,short *param_4,short *param_5,
3.056	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	239718	   HWND__ *,short,unsigned long) */
3.056	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	229137	FUN_21124b40(ushort *param_1,undefined4 param_2,ushort param_3,double param_4,short *param_5)
3.056	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	262922	FUN_21146493(short param_1,short param_2,undefined2 param_3,short param_4,undefined4 param_5,
3.056	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	350149	FUN_211ce9f0(undefined2 *param_1,int param_2,ushort *param_3,ushort *param_4,ushort *param_5,
3.056	/Users/<user>/LC103/2026-02-24_full_decompile_run2/manifests/file_catalog.tsv	3	DAQDRV /Users/<user>/Downloads/LC103/DAQDRV 4494 964db7f566adbbd254e797abccfdd71f9ed16131d2f0d41b55e84a5141a2c951 National Instruments, LabVIEW File, Code Resource File, data 
3.056	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	74222	FUN_2105d1d0(double param_1,double param_2,short *param_3,ushort *param_4,ushort *param_5)
3.056	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	329986	FUN_211b46f0(short param_1,short param_2,short param_3,float *param_4,undefined4 *param_5)
3.053	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	115250	FUN_21090e20(int param_1,short param_2,uint param_3,int param_4,double param_5,undefined4 param_6,
3.053	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	262954	FUN_21146567(short param_1,short param_2,undefined2 param_3,ushort param_4,undefined4 *param_5,
3.053	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	290533	FUN_2117d060(int param_1,short param_2,short param_3,short param_4,short param_5,short param_6,
3.052	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	117866	FUN_21094a70(short param_1,int param_2,undefined4 param_3,undefined4 param_4,int param_5,
3.051	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/LC103_COMMAND_RESPONSE_TABLE_CANDIDATES.tsv	59	R1005 4449c1 workflow_prompt AABNow adjust R1005 for the number
3.050	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	316098	FUN_211a2b60(int *param_1,int param_2,float param_3,short param_4,float param_5,undefined4 *param_6,
3.049	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	328207	FUN_211b22e0(uint param_1,uint param_2,short *param_3,int param_4,int param_5,undefined4 param_6,
3.049	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	322545	FUN_211ab210(undefined4 param_1,int param_2,int param_3,int param_4,int param_5,short param_6)
3.049	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	331782	FUN_211b6d00(short param_1,int param_2,int param_3,int param_4,int param_5,undefined4 param_6,
3.049	/Users/<user>/LC103/2026-02-24_full_decompile_run2/manifests/file_catalog.tsv	25	SERPDRV /Users/<user>/Downloads/LC103/SERPDRV 7480 fd1ea70ec1b0028a6f23b706283e6e8bb475680277352e576ec74bcd3a0af9fa National Instruments, LabVIEW File, Code Resource File, data 
3.047	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	341721	FUN_211c4b40(undefined4 param_1,short *param_2,int param_3,int param_4,short param_5,
3.044	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	318471	FUN_211a6170(undefined4 param_1,undefined4 param_2,int param_3,int param_4,short *param_5,
3.044	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	306278	FUN_21194710(int param_1,undefined4 param_2,short param_3,short param_4,ushort param_5,
3.043	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	26	Error loading text !!!!! %ld
3.043	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Final_Cal_103FIN.EXE.strings.txt	13400	VI '%p' could not be saved!!
3.042	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	99984	FUN_2107e320(undefined2 *param_1,ushort param_2,undefined2 *param_3,uint param_4,char *param_5,
3.042	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1154	MMMLead zero, shorted            CAP must read "SHORT",  IND and ESR must read 0l
3.041	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	118709	FUN_21095ae0(uint param_1,uint param_2,short param_3,uint param_4,int param_5,uint *param_6,
3.041	/Users/<user>/LC103/2026-02-24_full_decompile_run2/manifests/file_catalog.tsv	7	Final Cal/GPIBDRV /Users/<user>/Downloads/LC103/Final Cal/GPIBDRV 16316 22b2ba7a2348a247239e6784019d39f4662908f06f24ecca5a87ab62e61cf68c National Instruments, LabVIEW File, Code Resource File, data 
3.041	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/LC103_COMMAND_RESPONSE_TABLE_CANDIDATES.tsv	67	R1005 445214 workflow_prompt RINBNow adjust R1005 for the number
3.039	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	62922	FUN_2104d650(undefined4 param_1,int param_2,short *param_3,int param_4,int param_5,short param_6)
3.039	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	316540	FUN_211a3520(short param_1,short param_2,short param_3,short *param_4,short *param_5,int param_6,
3.037	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	119044	FUN_210961d0(int param_1,undefined4 param_2,int param_3,undefined2 *param_4,short *param_5,
3.036	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1232	Set High LS to 1000VQD
3.036	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1520	Set Low LS to 16VHD`p3
3.036	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Final_Cal_103FIN.EXE.strings.txt	13404	Save changes to "%p" ?
3.035	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	64357	FUN_2104f370(short param_1,short *param_2,uint param_3,int param_4,short param_5,short *param_6,
3.033	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/LC103_COMMAND_RESPONSE_TABLE_CANDIDATES.tsv	65	R1144 44519b workflow_prompt RIN>Adjust R1144 for the number
3.030	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	68529	FUN_21055330(int param_1,int param_2,uint param_3,ushort param_4,short param_5,uint param_6)
3.030	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	70091	FUN_210577f0(short param_1,short param_2,int param_3,short param_4,int param_5,int *param_6,
3.030	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	160378	FUN_210c9180(undefined4 param_1,int *param_2,short *param_3,undefined2 *param_4,int param_5)
3.029	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	59519	FUN_21049040(undefined4 param_1,uint param_2,int param_3,ushort *param_4,ushort *param_5,
3.025	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	301186	FUN_2118c760(char *param_1,char *param_2,undefined4 *param_3,undefined2 *param_4,short *param_5)
3.025	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1525	Set High LS to 500VHD t3
3.024	/Users/<user>/LC103/2026-02-24_full_decompile_run2/manifests/file_catalog.tsv	14	GPIBDRV /Users/<user>/Downloads/LC103/GPIBDRV 16316 22b2ba7a2348a247239e6784019d39f4662908f06f24ecca5a87ab62e61cf68c National Instruments, LabVIEW File, Code Resource File, data 
3.020	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	250587	FUN_21137f70(int param_1,uint *param_2,uint param_3,uint param_4,short param_5,int *param_6)
3.018	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	774	Connect the '+' DVM lead to TP1006
3.013	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	247810	FUN_21135080(int param_1,short *param_2,int *param_3,undefined2 *param_4,undefined4 *param_5,
3.013	/Users/<user>/LC103/software_decompile_2026-02-24/bin/nidaq.dll_decomp_top.txt	30636	FUN_210dd610(int *param_1,int param_2,int *param_3,short *param_4,void *param_5,uint param_6,
3.010	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/LC103_COMMAND_RESPONSE_TABLE_CANDIDATES.tsv	57	R1144 4448dc workflow_prompt >>>Adjust R1144 for the number
3.009	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	332619	                     CONCAT22((short)((ulonglong)uVar7 / (ulonglong)param_8 >> 0x10),
3.002	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	50696	    DAT_2121b208 = CreateThread((LPSECURITY_ATTRIBUTES)0x0,0x400,FUN_2103c940,lpParameter,0,
3.000	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1527	Set High LS to 1000VHD u3
2.994	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	340535	                                      CONCAT22((short)local_1c >> 0xf,
2.991	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	199391	  LVar1 = RegOpenKeyExA((HKEY)0x80000002,s_SOFTWARE_National_Instruments_NI_2120ae28,0,0x20019,
2.991	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	288294	                                  CONCAT31((int3)(char)((ushort)local_2c >> 8),(undefined1)local_8),
2.986	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	54169	                                 CONCAT22((short)iVar4 >> 0xf,
2.981	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	294621	  LVar1 = RegOpenKeyExA((HKEY)0x80000002,s_SOFTWARE_National_Instruments_NI_2120b940,0,0x20019,
2.969	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	272216	                                   CONCAT22((short)((uint)&local_c >> 0x10),param_3),param_4,param_6
2.967	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Source_LV5_1_Fluke_8840A.vi.strings.txt	187	Continuous Trigger - trig initiated at reading rate                                                                      Single Trigger - one reading only, initiated by ? External Trigger - single trigger initiated from rear  panel    
2.965	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	274681	                                      CONCAT22((short)((uint)auStack_dec[(short)local_84 * 4 + 1] >>
2.965	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	274687	                                      CONCAT22((short)((uint)auStack_dec[(short)local_84 * 4 + 2] >>
2.961	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	274710	                                     CONCAT22((short)local_84 >> 0xf,param_2),
2.961	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	274789	                                        CONCAT22((short)local_84 >> 0xf,param_2),
2.960	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	259134	                         CONCAT22((short)((uint)puVar2 >> 0x10),(ushort)(byte)(&UNK_211ecbf1)[iVar7]
2.955	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Final_Cal_103FIN.EXE.strings.txt	27831	Continuous Trigger - trig initiated at reading rate                                                                      Single Trigger - one reading only, initiated by ? External Trigger - single trigger initiated from rear  panel    7
2.955	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Source_LV5_1_103f_cal.llb.strings.txt	14063	Continuous Trigger - trig initiated at reading rate                                                                      Single Trigger - one reading only, initiated by ? External Trigger - single trigger initiated from rear  panel    "
2.954	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	281428	      FUN_2117e2ca(CONCAT22((short)((uint)local_30 >> 0x10),(undefined2)local_8),param_3,local_28,
2.954	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	290230	                                       CONCAT22((short)((ulonglong)local_134 >> 0x10),param_7),
2.953	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Source_LV6_103f_cal.llb.strings.txt	49995	Continuous Trigger - trig initiated at reading rate                                                                      Single Trigger - one reading only, initiated by ? External Trigger - single trigger initiated from rear  panel    ,-
2.949	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	265870	                                    CONCAT22((short)((uint)local_c >> 0x10),*local_8c),
2.949	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	274531	                                      CONCAT22((short)((uint)local_da4 >> 0x10),param_2),
2.947	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	325854	                                             CONCAT22((short)((uint)*(undefined2 **)(local_10 + 6)
2.945	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	271042	                           CONCAT22((short)((uint)local_10 >> 0x10),param_3),param_6,param_7,
2.943	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	289071	                              CONCAT11((char)(*(ushort *)(param_2 + 0xa8b) >> 8),(undefined1)local_8
2.938	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	274556	                                   CONCAT22((short)((uint)(auStack_dec + (short)local_84 * 4 + 2) >>
2.937	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	133342	                         CONCAT22((short)((uint)&local_c >> 0x10),
2.937	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	133388	                           CONCAT22((short)((uint)&local_c >> 0x10),
2.937	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	272179	                                     CONCAT22((short)((uint)&local_c >> 0x10),
2.935	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	268697	                          CONCAT22((short)((uint)local_68 >> 0x10),param_1[5]),local_cc,local_68,
2.934	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	262935	                           CONCAT22((short)((uint)&param_5 >> 0x10),param_2),param_3,
2.934	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	276388	                               CONCAT22((short)((uint)local_70 >> 0x10),param_2),param_3,
2.934	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	290229	                                       CONCAT22((short)((ulonglong)local_38 >> 0x30),local_30),1,
2.934	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	287120	                           CONCAT31((int3)(char)((ushort)param_3 >> 8) >> 0x17,(undefined1)local_8),
2.933	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	287830	                                               CONCAT31((int3)(char)((ushort)local_38 >> 8),
2.932	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	120115	                   CONCAT31((int3)(char)((ushort)psVar2[0xbb] >> 8),(char)psVar2[0xbb]) | 0xc0 |
2.932	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	120131	                     CONCAT31((int3)(char)((ushort)psVar2[0xbe] >> 8),(char)psVar2[0xbe]) | 0xc0 |
2.931	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	291370	                                    CONCAT22((short)((uint)iVar2 >> 0x10),local_c),6,
2.929	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	265945	                                          CONCAT22((short)((uint)local_c >> 0x10),*local_78),
2.929	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	266558	                             CONCAT22((short)((uint)local_c >> 0x10),*local_14),
2.929	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	271202	                               CONCAT22((short)((uint)local_30 >> 0x10),param_6),param_22,param_23,
2.929	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	274673	                                      CONCAT22((short)local_84 >> 0xf,*local_90),iVar6,5,
2.929	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	54596	                           CONCAT22((short)((uint)((short)param_1 * 0xf) >> 0x10),sVar3),param_2,
2.928	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	338298	                                     CONCAT22((short)((uint)local_2bc >> 0x10),psVar2[3]),
2.928	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	286821	        FUN_2117e2ca(CONCAT22((short)((uint)local_58 >> 0x10),(short)local_14),param_5,&local_54,
2.928	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	287906	          FUN_2117e2ca(CONCAT22((short)((uint)local_154 >> 0x10),(short)local_18),(short)local_158,
2.927	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	57652	                                           CONCAT22((short)((uint)*(undefined4 *)(iVar3 + 0x54) >>
2.927	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	57660	                                             CONCAT22((short)((uint)*(undefined4 *)(iVar3 + 0x54) >>
2.926	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	269867	                           CONCAT22((short)((uint)iVar3 >> 0x10),
2.926	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	275418	                                 CONCAT22((short)((uint)iVar3 >> 0x10),
2.926	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	310269	                           CONCAT22((short)((uint)iVar8 >> 0x10),
2.926	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	313890	                                     CONCAT22((short)((uint)iVar5 >> 0x10),
2.926	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	340171	                                                  CONCAT22((short)((uint)iVar9 >> 0x10),
2.926	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	346123	                                      CONCAT22((short)((uint)uVar8 >> 0x10),
2.926	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	289310	    FUN_21133cc0(param_1,param_2,2,CONCAT22((short)((uint)iVar2 >> 0x10),local_c),
2.925	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	271211	                                  CONCAT22((short)((uint)local_30 >> 0x10),param_6),param_22,
2.925	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	276534	                                         CONCAT22((short)((uint)local_450 >> 0x10),param_5),param_8,
2.925	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	288814	                              CONCAT22((short)((uint)iVar7 >> 0x10),local_2c),local_18,0,
2.925	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	265229	                                                      CONCAT22((short)((uint)local_8 >> 0x10),
