from_addr,to_addr,ref_type,source_type,is_primary
CODE:2746,CODE:2772,CONDITIONAL_JUMP,DEFAULT,1
CODE:274c,CODE:410f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2752,CODE:2772,CONDITIONAL_JUMP,DEFAULT,1
CODE:2757,CODE:2772,CONDITIONAL_JUMP,DEFAULT,1
CODE:275b,CODE:413c,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2761,EXTMEM:8149,READ,ANALYSIS,1
CODE:2764,EXTMEM:814a,READ,ANALYSIS,1
CODE:2767,EXTMEM:814b,READ,ANALYSIS,1
CODE:276d,CODE:414e,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2770,CODE:27a5,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2773,CODE:27a5,CONDITIONAL_JUMP,DEFAULT,1
CODE:2775,BITS:32,READ,DEFAULT,1
CODE:2775,CODE:27a5,CONDITIONAL_JUMP,DEFAULT,1
CODE:277b,EXTMEM:8149,READ,ANALYSIS,1
CODE:277e,EXTMEM:814a,READ,ANALYSIS,1
CODE:2781,EXTMEM:814b,READ,ANALYSIS,1
CODE:2786,CODE:410f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2789,CODE:27a5,CONDITIONAL_JUMP,DEFAULT,1
CODE:278e,CODE:413c,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2794,EXTMEM:8149,READ,ANALYSIS,1
CODE:2797,EXTMEM:814a,READ,ANALYSIS,1
CODE:279a,EXTMEM:814b,READ,ANALYSIS,1
CODE:27a0,CODE:414e,UNCONDITIONAL_CALL,DEFAULT,1
CODE:27a3,BITS:38,WRITE,DEFAULT,1
CODE:27a8,EXTMEM:8149,READ,ANALYSIS,1
CODE:27ab,EXTMEM:814a,READ,ANALYSIS,1
CODE:27ae,EXTMEM:814b,READ,ANALYSIS,1
CODE:27b0,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:27b4,CODE:27bd,CONDITIONAL_JUMP,DEFAULT,1
CODE:27b6,BITS:32,READ,DEFAULT,1
CODE:27b6,CODE:27bd,CONDITIONAL_JUMP,DEFAULT,1
CODE:27b9,SFR:99,WRITE,DEFAULT,1
CODE:27bb,CODE:27f5,UNCONDITIONAL_CALL,DEFAULT,1
CODE:27bd,BITS:32,READ,DEFAULT,1
CODE:27bd,CODE:27ce,CONDITIONAL_JUMP,DEFAULT,1
CODE:27c3,EXTMEM:817c,READ,ANALYSIS,1
CODE:27c4,CODE:27c8,CONDITIONAL_JUMP,DEFAULT,1
CODE:27c7,EXTMEM:817d,READ,ANALYSIS,1
CODE:27c8,CODE:27ce,CONDITIONAL_JUMP,DEFAULT,1
CODE:27ca,SFR:99,WRITE,DEFAULT,1
CODE:27cc,CODE:27f5,UNCONDITIONAL_CALL,DEFAULT,1
CODE:27ce,BITS:31,WRITE,DEFAULT,1
CODE:27d5,EXTMEM:8149,WRITE,ANALYSIS,1
CODE:27d9,EXTMEM:814a,WRITE,ANALYSIS,1
CODE:27dd,EXTMEM:814b,WRITE,ANALYSIS,1
CODE:27de,CODE:27f5,UNCONDITIONAL_CALL,DEFAULT,1
CODE:27e0,BITS:34,READ,DEFAULT,1
CODE:27e0,CODE:27f5,CONDITIONAL_JUMP,DEFAULT,1
CODE:27e3,BITS:38,WRITE,DEFAULT,1
CODE:27ea,EXTMEM:8149,WRITE,ANALYSIS,1
CODE:27ee,EXTMEM:814a,WRITE,ANALYSIS,1
CODE:27f2,EXTMEM:814b,WRITE,ANALYSIS,1
CODE:27f3,BITS:31,WRITE,DEFAULT,1
CODE:27f5,BITS:99,WRITE,DEFAULT,1
CODE:27f7,CODE:29ff,UNCONDITIONAL_CALL,DEFAULT,1
CODE:27fa,BITS:98,READ,DEFAULT,1
CODE:27fa,CODE:2800,CONDITIONAL_JUMP,DEFAULT,1
CODE:27fd,CODE:29ff,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2802,SFR:99,READ,DEFAULT,1
CODE:2802,INTMEM:1d,WRITE,ANALYSIS,1
CODE:2804,INTMEM:1d,READ,ANALYSIS,1
CODE:2808,CODE:282a,CONDITIONAL_JUMP,DEFAULT,1
CODE:280d,CODE:282a,CONDITIONAL_JUMP,DEFAULT,1
CODE:2812,CODE:282a,CONDITIONAL_JUMP,DEFAULT,1
CODE:2817,CODE:282a,CONDITIONAL_JUMP,DEFAULT,1
CODE:281c,CODE:282a,CONDITIONAL_JUMP,DEFAULT,1
CODE:2821,CODE:282a,CONDITIONAL_JUMP,DEFAULT,1
CODE:2823,CODE:50ce,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2828,INTMEM:17,READ,DEFAULT,1
CODE:2828,INTMEM:1d,WRITE,ANALYSIS,1
CODE:282c,INTMEM:1d,READ,ANALYSIS,1
CODE:2830,CODE:2836,CONDITIONAL_JUMP,DEFAULT,1
CODE:2832,BITS:30,WRITE,DEFAULT,1
CODE:2834,BITS:2f,WRITE,DEFAULT,1
CODE:283a,EXTMEM:8000,WRITE,ANALYSIS,1
CODE:283c,EXTMEM:8001,WRITE,ANALYSIS,1
CODE:2840,CODE:2844,CONDITIONAL_JUMP,DEFAULT,1
CODE:2842,BITS:28,WRITE,DEFAULT,1
CODE:2847,CODE:285d,CONDITIONAL_JUMP,DEFAULT,1
CODE:284c,CODE:285d,CONDITIONAL_JUMP,DEFAULT,1
CODE:2851,CODE:285d,CONDITIONAL_JUMP,DEFAULT,1
CODE:2856,CODE:285d,CONDITIONAL_JUMP,DEFAULT,1
CODE:285b,CODE:28d0,CONDITIONAL_JUMP,DEFAULT,1
CODE:285d,BITS:2d,WRITE,DEFAULT,1
CODE:2860,CODE:2872,CONDITIONAL_JUMP,DEFAULT,1
CODE:2868,EXTMEM:8000,WRITE,ANALYSIS,1
CODE:286a,EXTMEM:8001,WRITE,ANALYSIS,1
CODE:286b,BITS:28,WRITE,DEFAULT,1
CODE:286d,BITS:2d,WRITE,DEFAULT,1
CODE:286f,CODE:2905,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2874,INTMEM:1d,READ,ANALYSIS,1
CODE:2876,CODE:2887,CONDITIONAL_JUMP,DEFAULT,1
CODE:287d,EXTMEM:8000,WRITE,ANALYSIS,1
CODE:287f,EXTMEM:8001,WRITE,ANALYSIS,1
CODE:2880,BITS:28,WRITE,DEFAULT,1
CODE:2882,BITS:2d,WRITE,DEFAULT,1
CODE:2884,CODE:2905,UNCONDITIONAL_CALL,DEFAULT,1
CODE:288a,CODE:2895,CONDITIONAL_JUMP,DEFAULT,1
CODE:288f,CODE:2895,CONDITIONAL_JUMP,DEFAULT,1
CODE:2892,CODE:289e,CONDITIONAL_JUMP,DEFAULT,1
CODE:2895,BITS:29,READ,DEFAULT,1
CODE:2895,CODE:289e,CONDITIONAL_JUMP,DEFAULT,1
CODE:2898,BITS:28,WRITE,DEFAULT,1
CODE:289a,BITS:2d,WRITE,DEFAULT,1
CODE:289c,CODE:2905,UNCONDITIONAL_CALL,DEFAULT,1
CODE:28a1,CODE:28ad,CONDITIONAL_JUMP,DEFAULT,1
CODE:28a6,CODE:28ad,CONDITIONAL_JUMP,DEFAULT,1
CODE:28ab,CODE:2905,CONDITIONAL_JUMP,DEFAULT,1
CODE:28ad,BITS:29,READ,DEFAULT,1
CODE:28ad,CODE:2905,CONDITIONAL_JUMP,DEFAULT,1
CODE:28b0,BITS:29,WRITE,DEFAULT,1
CODE:28b5,EXTMEM:8105,READ,ANALYSIS,1
CODE:28b8,EXTMEM:8106,READ,ANALYSIS,1
CODE:28bb,EXTMEM:8107,READ,ANALYSIS,1
CODE:28bf,CODE:413c,UNCONDITIONAL_CALL,DEFAULT,1
CODE:28c9,CODE:420f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:28cc,BITS:33,WRITE,DEFAULT,1
CODE:28ce,CODE:2905,UNCONDITIONAL_CALL,DEFAULT,1
CODE:28d2,INTMEM:1d,READ,ANALYSIS,1
CODE:28d4,CODE:28db,CONDITIONAL_JUMP,DEFAULT,1
CODE:28d7,BITS:34,WRITE,DEFAULT,1
CODE:28d9,CODE:2905,UNCONDITIONAL_CALL,DEFAULT,1
CODE:28dc,CODE:28e5,CONDITIONAL_JUMP,DEFAULT,1
CODE:28df,BITS:34,WRITE,DEFAULT,1
CODE:28e1,BITS:99,WRITE,DEFAULT,1
CODE:28e3,CODE:2905,UNCONDITIONAL_CALL,DEFAULT,1
CODE:28e8,CODE:2905,CONDITIONAL_JUMP,DEFAULT,1
CODE:28ed,EXTMEM:8105,READ,ANALYSIS,1
CODE:28f0,EXTMEM:8106,READ,ANALYSIS,1
CODE:28f3,EXTMEM:8107,READ,ANALYSIS,1
CODE:28f6,CODE:413c,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2900,CODE:420f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2903,BITS:29,WRITE,DEFAULT,1
CODE:2908,EXTMEM:8105,READ,ANALYSIS,1
CODE:290a,EXTMEM:8106,READ,ANALYSIS,1
CODE:290d,EXTMEM:8107,READ,ANALYSIS,1
CODE:291a,CODE:292a,CONDITIONAL_JUMP,DEFAULT,1
CODE:2921,EXTMEM:8105,WRITE,ANALYSIS,1
CODE:2925,EXTMEM:8106,WRITE,ANALYSIS,1
CODE:2929,EXTMEM:8107,WRITE,ANALYSIS,1
CODE:292d,EXTMEM:810a,READ,ANALYSIS,1
CODE:2930,EXTMEM:810b,READ,ANALYSIS,1
CODE:2933,EXTMEM:810c,READ,ANALYSIS,1
CODE:2935,INTMEM:13,READ,DEFAULT,1
CODE:2937,INTMEM:12,READ,DEFAULT,1
CODE:2939,INTMEM:11,READ,DEFAULT,1
CODE:293e,EXTMEM:8105,READ,ANALYSIS,1
CODE:2940,EXTMEM:8106,READ,ANALYSIS,1
CODE:2943,EXTMEM:8107,READ,ANALYSIS,1
CODE:2952,CODE:299d,CONDITIONAL_JUMP,DEFAULT,1
CODE:2957,EXTMEM:810a,READ,ANALYSIS,1
CODE:2959,EXTMEM:810b,READ,ANALYSIS,1
CODE:295c,EXTMEM:810c,READ,ANALYSIS,1
CODE:2968,EXTMEM:8105,READ,ANALYSIS,1
CODE:296a,EXTMEM:8106,READ,ANALYSIS,1
CODE:296d,EXTMEM:8107,READ,ANALYSIS,1
CODE:296e,INTMEM:12,READ,DEFAULT,1
CODE:2988,CODE:2992,CONDITIONAL_JUMP,DEFAULT,1
CODE:298a,BITS:35,WRITE,DEFAULT,1
CODE:298c,BITS:37,WRITE,DEFAULT,1
CODE:298e,BITS:99,WRITE,DEFAULT,1
CODE:2990,CODE:29fd,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2992,BITS:37,READ,DEFAULT,1
CODE:2992,CODE:29fd,CONDITIONAL_JUMP,DEFAULT,1
CODE:2995,BITS:36,WRITE,DEFAULT,1
CODE:2997,BITS:37,WRITE,DEFAULT,1
CODE:2999,BITS:99,WRITE,DEFAULT,1
CODE:299b,CODE:29fd,UNCONDITIONAL_CALL,DEFAULT,1
CODE:29a0,EXTMEM:810a,READ,ANALYSIS,1
CODE:29a3,EXTMEM:810b,READ,ANALYSIS,1
CODE:29a6,EXTMEM:810c,READ,ANALYSIS,1
CODE:29a8,INTMEM:13,READ,DEFAULT,1
CODE:29aa,INTMEM:12,READ,DEFAULT,1
CODE:29ac,INTMEM:11,READ,DEFAULT,1
CODE:29b1,EXTMEM:8105,READ,ANALYSIS,1
CODE:29b3,EXTMEM:8106,READ,ANALYSIS,1
CODE:29b6,EXTMEM:8107,READ,ANALYSIS,1
CODE:29c5,CODE:29fd,CONDITIONAL_JUMP,DEFAULT,1
CODE:29ca,EXTMEM:8105,READ,ANALYSIS,1
CODE:29cc,EXTMEM:8106,READ,ANALYSIS,1
CODE:29ce,EXTMEM:8107,READ,ANALYSIS,1
CODE:29cf,INTMEM:12,READ,DEFAULT,1
CODE:29d5,EXTMEM:810a,READ,ANALYSIS,1
CODE:29d7,EXTMEM:810b,READ,ANALYSIS,1
CODE:29da,EXTMEM:810c,READ,ANALYSIS,1
CODE:29ea,CODE:29f4,CONDITIONAL_JUMP,DEFAULT,1
CODE:29ec,BITS:35,WRITE,DEFAULT,1
CODE:29ee,BITS:37,WRITE,DEFAULT,1
CODE:29f0,BITS:99,WRITE,DEFAULT,1
CODE:29f2,CODE:29fd,UNCONDITIONAL_CALL,DEFAULT,1
CODE:29f4,BITS:37,READ,DEFAULT,1
CODE:29f4,CODE:29fd,CONDITIONAL_JUMP,DEFAULT,1
CODE:29f7,BITS:36,WRITE,DEFAULT,1
CODE:29f9,BITS:37,WRITE,DEFAULT,1
CODE:29fb,BITS:99,WRITE,DEFAULT,1
CODE:29fd,BITS:98,WRITE,DEFAULT,1
CODE:2a0e,EXTMEM:805f,WRITE,ANALYSIS,1
CODE:2a12,EXTMEM:5f00,WRITE,ANALYSIS,1
CODE:2a18,EXTMEM:8069,WRITE,ANALYSIS,1
CODE:2a1c,EXTMEM:3f80,WRITE,ANALYSIS,1
CODE:2a23,CODE:2a9f,CONDITIONAL_JUMP,DEFAULT,1
CODE:2a28,EXTMEM:805c,READ,ANALYSIS,1
CODE:2a2c,EXTMEM:805c,WRITE,ANALYSIS,1
CODE:2a30,EXTMEM:805c,WRITE,ANALYSIS,1
CODE:2a34,EXTMEM:7e02,WRITE,ANALYSIS,1
CODE:2a38,CODE:4456,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2aa3,EXTMEM:8ade,WRITE,ANALYSIS,1
CODE:2aa5,EXTMEM:8adf,WRITE,ANALYSIS,1
CODE:2aa9,EXTMEM:8ade,READ,ANALYSIS,1
CODE:2aac,EXTMEM:8adf,READ,ANALYSIS,1
CODE:2c32,EXTMEM:81bc,READ,ANALYSIS,1
CODE:2c35,EXTMEM:81bd,READ,ANALYSIS,1
CODE:2c38,EXTMEM:81be,READ,ANALYSIS,1
CODE:2c3b,EXTMEM:81bf,READ,ANALYSIS,1
CODE:2c3e,CODE:43e8,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2c41,CODE:2c27,CONDITIONAL_JUMP,DEFAULT,1
CODE:2c45,CODE:2a0a,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2c4c,EXTMEM:8a47,WRITE,ANALYSIS,1
CODE:2c4f,EXTMEM:8a48,WRITE,ANALYSIS,1
CODE:2c53,EXTMEM:8a44,READ,ANALYSIS,1
CODE:2c5a,EXTMEM:8a43,READ,ANALYSIS,1
CODE:2c69,CODE:2cb7,CONDITIONAL_JUMP,DEFAULT,1
CODE:2c6e,CODE:4456,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2cba,EXTMEM:8054,READ,ANALYSIS,1
CODE:2cbd,EXTMEM:8054,WRITE,ANALYSIS,1
CODE:2cc1,EXTMEM:7d02,WRITE,ANALYSIS,1
CODE:2cc4,CODE:2a0a,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2cd0,CODE:2ce2,CONDITIONAL_JUMP,DEFAULT,1
CODE:2cd4,CODE:2a0a,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2ce0,CODE:2ce7,CONDITIONAL_JUMP,DEFAULT,1
CODE:2ce6,EXTMEM:8a42,WRITE,ANALYSIS,1
CODE:2cea,EXTMEM:8a42,READ,ANALYSIS,1
CODE:37fd,CODE:37fc,CONDITIONAL_JUMP,DEFAULT,1
CODE:37ff,SFR:81,WRITE,DEFAULT,1
CODE:3802,CODE:3840,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3805,CODE:002b,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:380f,CODE:3814,CONDITIONAL_JUMP,DEFAULT,1
CODE:3812,CODE:3815,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3816,CODE:380c,CONDITIONAL_JUMP,DEFAULT,1
CODE:3818,CODE:3843,UNCONDITIONAL_CALL,DEFAULT,1
CODE:382c,CODE:3832,CONDITIONAL_JUMP,DEFAULT,1
CODE:3830,CODE:3833,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3834,CODE:381a,CONDITIONAL_JUMP,DEFAULT,1
CODE:3836,CODE:3843,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3847,CODE:3805,CONDITIONAL_JUMP,DEFAULT,1
CODE:384d,BITS:e5,DATA,DEFAULT,1
CODE:384d,CODE:3859,CONDITIONAL_JUMP,DEFAULT,1
CODE:3856,CODE:3859,CONDITIONAL_JUMP,DEFAULT,1
CODE:385e,CODE:3808,CONDITIONAL_JUMP,DEFAULT,1
CODE:3860,CODE:381a,CONDITIONAL_JUMP,DEFAULT,1
CODE:387f,CODE:386a,CONDITIONAL_JUMP,DEFAULT,1
CODE:3881,CODE:386a,CONDITIONAL_JUMP,DEFAULT,1
CODE:3883,CODE:3843,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3885,SFR:90,READ,DEFAULT,1
CODE:3889,CODE:388e,CONDITIONAL_JUMP,DEFAULT,1
CODE:389a,CODE:3a00,UNCONDITIONAL_CALL,DEFAULT,1
CODE:389d,SFR:90,READ,DEFAULT,1
CODE:38a1,CODE:38a6,CONDITIONAL_JUMP,DEFAULT,1
CODE:38b2,CODE:3a08,UNCONDITIONAL_CALL,DEFAULT,1
CODE:38bf,CODE:389d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:38c9,CODE:389d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:38ce,CODE:389d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:38d3,CODE:389d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:38d8,CODE:389d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:38f1,CODE:389d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:38fb,CODE:389d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3900,CODE:389d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:393c,CODE:3885,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3a00,SFR:90,READ_WRITE,DEFAULT,1
CODE:3a03,SFR:90,READ_WRITE,DEFAULT,1
CODE:3a08,SFR:90,READ_WRITE,DEFAULT,1
CODE:40b0,CODE:40b3,CONDITIONAL_JUMP,DEFAULT,1
CODE:40b3,CODE:4077,CONDITIONAL_JUMP,DEFAULT,1
CODE:40ba,CODE:40bd,CONDITIONAL_JUMP,DEFAULT,1
CODE:40bd,CODE:4077,CONDITIONAL_JUMP,DEFAULT,1
CODE:40c7,CODE:4077,CONDITIONAL_JUMP,DEFAULT,1
CODE:40ca,CODE:40cd,CONDITIONAL_JUMP,DEFAULT,1
CODE:40f6,CODE:40ff,CONDITIONAL_JUMP,DEFAULT,1
CODE:40ff,CODE:4103,CONDITIONAL_JUMP,DEFAULT,1
CODE:4103,CODE:4108,CONDITIONAL_JUMP,DEFAULT,1
CODE:410f,CODE:411e,CONDITIONAL_JUMP,DEFAULT,1
CODE:411e,CODE:4126,CONDITIONAL_JUMP,DEFAULT,1
CODE:4126,CODE:412f,CONDITIONAL_JUMP,DEFAULT,1
CODE:413c,CODE:4145,CONDITIONAL_JUMP,DEFAULT,1
CODE:4145,CODE:4149,CONDITIONAL_JUMP,DEFAULT,1
CODE:4149,CODE:414d,CONDITIONAL_JUMP,DEFAULT,1
CODE:414f,CODE:415f,CONDITIONAL_JUMP,DEFAULT,1
CODE:415f,CODE:4167,CONDITIONAL_JUMP,DEFAULT,1
CODE:4167,CODE:416f,CONDITIONAL_JUMP,DEFAULT,1
CODE:421d,CODE:4221,CONDITIONAL_JUMP,DEFAULT,1
CODE:4231,CODE:4235,CONDITIONAL_JUMP,DEFAULT,1
CODE:445f,CODE:446d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:4462,CODE:446d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:4465,CODE:446d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:4468,CODE:446d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:462a,CODE:463a,CONDITIONAL_JUMP,DEFAULT,1
CODE:4636,CODE:463a,CONDITIONAL_JUMP,DEFAULT,1
CODE:4687,CODE:468a,CONDITIONAL_JUMP,DEFAULT,1
CODE:468a,CODE:4625,CONDITIONAL_JUMP,DEFAULT,1
CODE:4691,CODE:4694,CONDITIONAL_JUMP,DEFAULT,1
CODE:4694,CODE:4625,CONDITIONAL_JUMP,DEFAULT,1
CODE:4770,CODE:4773,CONDITIONAL_JUMP,DEFAULT,1
CODE:4773,CODE:4739,CONDITIONAL_JUMP,DEFAULT,1
CODE:477a,CODE:477d,CONDITIONAL_JUMP,DEFAULT,1
CODE:477d,CODE:4739,CONDITIONAL_JUMP,DEFAULT,1
CODE:50d5,CODE:50e2,CONDITIONAL_JUMP,DEFAULT,1
CODE:50db,CODE:50e2,CONDITIONAL_JUMP,DEFAULT,1
CODE:50fc,EXTMEM:8b39,WRITE,ANALYSIS,1
CODE:50ff,EXTMEM:8b3a,WRITE,ANALYSIS,1
CODE:5102,EXTMEM:8b3b,WRITE,ANALYSIS,1
CODE:5107,EXTMEM:8b3f,WRITE,ANALYSIS,1
CODE:510a,EXTMEM:8b40,WRITE,ANALYSIS,1
CODE:510d,EXTMEM:8b41,WRITE,ANALYSIS,1
CODE:5111,EXTMEM:8b39,READ,ANALYSIS,1
CODE:5118,CODE:4225,UNCONDITIONAL_CALL,DEFAULT,1
CODE:511e,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5121,CODE:510e,CONDITIONAL_JUMP,DEFAULT,1
CODE:512a,CODE:420f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5130,EXTMEM:8b3c,READ,ANALYSIS,1
CODE:5137,CODE:4225,UNCONDITIONAL_CALL,DEFAULT,1
CODE:513d,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5144,EXTMEM:8b39,READ,ANALYSIS,1
CODE:514b,CODE:4225,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5152,CODE:413c,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5155,CODE:512d,CONDITIONAL_JUMP,DEFAULT,1
CODE:515a,EXTMEM:8b3f,READ,ANALYSIS,1
CODE:515d,EXTMEM:8b40,READ,ANALYSIS,1
CODE:5160,EXTMEM:8b41,READ,ANALYSIS,1
CODE:5167,EXTMEM:8b39,WRITE,ANALYSIS,1
CODE:516a,EXTMEM:8b3a,WRITE,ANALYSIS,1
CODE:516d,EXTMEM:8b3b,WRITE,ANALYSIS,1
CODE:5172,EXTMEM:8b41,WRITE,ANALYSIS,1
CODE:5174,EXTMEM:8b42,WRITE,ANALYSIS,1
CODE:5179,EXTMEM:8b40,READ,ANALYSIS,1
CODE:517f,EXTMEM:8b3f,READ,ANALYSIS,1
CODE:5184,CODE:5189,CONDITIONAL_JUMP,DEFAULT,1
CODE:5186,CODE:521d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:518c,EXTMEM:8b39,READ,ANALYSIS,1
CODE:518f,EXTMEM:8b3a,READ,ANALYSIS,1
CODE:5192,EXTMEM:8b3b,READ,ANALYSIS,1
CODE:5197,EXTMEM:8b41,READ,ANALYSIS,1
CODE:519a,EXTMEM:8b42,READ,ANALYSIS,1
CODE:519f,CODE:410f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:51a2,CODE:51b4,CONDITIONAL_JUMP,DEFAULT,1
CODE:51a7,EXTMEM:8b42,READ,ANALYSIS,1
CODE:51a9,EXTMEM:8b42,WRITE,ANALYSIS,1
CODE:51aa,CODE:51b2,CONDITIONAL_JUMP,DEFAULT,1
CODE:51af,EXTMEM:8b41,READ,ANALYSIS,1
CODE:51b1,EXTMEM:8b41,WRITE,ANALYSIS,1
CODE:51b2,CODE:5189,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:51b7,EXTMEM:8b3c,READ,ANALYSIS,1
CODE:51ba,EXTMEM:8b3d,READ,ANALYSIS,1
CODE:51bd,EXTMEM:8b3e,READ,ANALYSIS,1
CODE:51bf,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:51c2,CODE:5203,CONDITIONAL_JUMP,DEFAULT,1
CODE:51c7,EXTMEM:8b3c,READ,ANALYSIS,1
CODE:51cd,CODE:4225,UNCONDITIONAL_CALL,DEFAULT,1
CODE:51d3,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:51da,EXTMEM:8b39,READ,ANALYSIS,1
CODE:51dd,EXTMEM:8b3a,READ,ANALYSIS,1
CODE:51e0,EXTMEM:8b3b,READ,ANALYSIS,1
CODE:51e9,CODE:4225,UNCONDITIONAL_CALL,DEFAULT,1
CODE:51f2,CODE:414e,UNCONDITIONAL_CALL,DEFAULT,1
CODE:51fc,CODE:420f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5201,CODE:51b4,CONDITIONAL_JUMP,DEFAULT,1
CODE:5206,EXTMEM:8b39,READ,ANALYSIS,1
CODE:5209,EXTMEM:8b3a,READ,ANALYSIS,1
CODE:520c,EXTMEM:8b3b,READ,ANALYSIS,1
CODE:5211,EXTMEM:8b41,READ,ANALYSIS,1
CODE:5214,EXTMEM:8b42,READ,ANALYSIS,1
CODE:521a,CODE:414e,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5220,EXTMEM:8b39,READ,ANALYSIS,1
CODE:5223,EXTMEM:8b3a,READ,ANALYSIS,1
CODE:5226,EXTMEM:8b3b,READ,ANALYSIS,1
CODE:5294,EXTMEM:8b39,WRITE,ANALYSIS,1
CODE:5297,EXTMEM:8b3a,WRITE,ANALYSIS,1
CODE:529a,EXTMEM:8b3b,WRITE,ANALYSIS,1
CODE:529f,EXTMEM:8b41,WRITE,ANALYSIS,1
CODE:52a1,EXTMEM:8b42,WRITE,ANALYSIS,1
CODE:52a9,CODE:4225,UNCONDITIONAL_CALL,DEFAULT,1
CODE:52ae,CODE:52ec,CONDITIONAL_JUMP,DEFAULT,1
CODE:52b3,EXTMEM:8b3c,READ,ANALYSIS,1
CODE:52b6,EXTMEM:8b3d,READ,ANALYSIS,1
CODE:52b9,EXTMEM:8b3e,READ,ANALYSIS,1
CODE:52bb,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:52c2,EXTMEM:8b39,READ,ANALYSIS,1
CODE:52c5,EXTMEM:8b3a,READ,ANALYSIS,1
CODE:52c8,EXTMEM:8b3b,READ,ANALYSIS,1
CODE:52d1,CODE:4225,UNCONDITIONAL_CALL,DEFAULT,1
CODE:52da,CODE:414e,UNCONDITIONAL_CALL,DEFAULT,1
CODE:52de,CODE:52a2,CONDITIONAL_JUMP,DEFAULT,1
CODE:52e7,CODE:420f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:52ea,CODE:52a2,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:52ef,EXTMEM:8b39,READ,ANALYSIS,1
CODE:52f2,EXTMEM:8b3a,READ,ANALYSIS,1
CODE:52f5,EXTMEM:8b3b,READ,ANALYSIS,1
CODE:52fb,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:52fe,CODE:530c,CONDITIONAL_JUMP,DEFAULT,1
CODE:5302,CODE:5305,CONDITIONAL_JUMP,DEFAULT,1
CODE:5307,CODE:52fb,CONDITIONAL_JUMP,DEFAULT,1
CODE:530a,CODE:52fb,UNCONDITIONAL_CALL,DEFAULT,1
CODE:58c3,CODE:5906,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5909,EXTMEM:805d,READ,ANALYSIS,1
CODE:590c,EXTMEM:805e,READ,ANALYSIS,1
CODE:5916,CODE:591a,CONDITIONAL_JUMP,DEFAULT,1
CODE:5918,BITS:0b,WRITE,DEFAULT,1
CODE:5920,CODE:52f8,UNCONDITIONAL_CALL,DEFAULT,1
CODE:592c,CODE:5931,CONDITIONAL_JUMP,DEFAULT,1
